Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission_grade_sqrt,Curricular_units_1st_sem_grade_reflect_log,Curricular_units_2nd_sem_grade_reflect_log,Curricular_units_1st_sem_category,Curricular_units_2nd_sem_category
1,1,5,9254,1,1,-0.3498422194512666,1,19,1,7,10,116.5,1,0,0,1,0,1,18,0,0,6,7,6,13.428571428571429,0,0,6,6,6,12.666666666666666,0,8.9,1.4,3.51,Graduate,-0.7174434703861149,-0.5979202278583589,-0.37807895518821505,3,2
1,17,5,9070,1,1,0.02932364582887579,1,4,1,4,4,132.0,1,1,0,1,0,1,17,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,Graduate,0.37476391522172825,-0.4473237708034709,-0.32754056164202144,2,2
1,18,4,9853,1,1,-0.7290080847314089,1,19,38,4,10,123.7,1,0,0,1,0,0,19,0,0,6,8,5,12.666666666666666,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,Enrolled,-0.20159769128110572,-0.33654747358697984,0.08007666384140247,2,1
1,17,6,9147,1,1,-1.1081739500115513,1,37,1,9,7,117.0,1,0,0,0,1,0,23,0,0,5,9,3,10.0,1,0,5,9,3,12.333333333333334,0,9.4,-0.8,-3.12,Dropout,-0.6811145991734775,0.39992034335102367,-0.2781795429202013,1,2
1,1,1,9670,1,1,-1.4873398152916937,1,1,37,1,10,116.5,1,0,0,1,0,0,19,0,0,6,7,6,12.833333333333334,0,0,6,10,6,11.77777777777778,0,8.9,1.4,3.51,Graduate,-0.7174434703861149,-0.39128007993003266,-0.12148393233309729,2,2
1,1,1,9500,1,1,0.18098999194093274,1,19,3,9,4,121.5,1,0,0,1,0,0,18,0,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,Graduate,-0.35758595044477015,-0.4191341258737948,-0.45622116604050444,2,2
1,1,1,9670,1,1,0.03690696313447821,1,38,38,5,9,105.0,1,0,0,1,0,0,20,0,0,6,9,6,13.285714285714286,0,0,6,8,5,13.8,0,15.5,2.8,-4.06,Graduate,-1.5756316915668147,-0.5466368109296078,-0.7579804656261953,3,3
1,1,3,9085,1,1,-0.19817587333920963,1,1,19,9,9,121.3,1,0,0,1,0,1,19,0,0,5,6,5,14.6,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate,-0.37183647282206916,-1.0671438719545967,-0.7579804656261953,3,3
1,1,1,9238,1,1,0.18098999194093274,1,19,38,3,9,136.1,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,0.6527821234264909,-0.8150928023269663,-0.7095858159709496,3,3
1,17,2,9238,1,1,0.02932364582887579,1,37,37,9,4,123.6,0,0,0,1,0,1,19,0,0,6,7,6,14.142857142857142,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,-0.20865782690491744,-0.8726886269691064,-1.2518836040662222,3,3
1,1,4,9238,1,1,-0.7290080847314089,1,38,1,4,10,129.0,1,0,0,1,0,0,19,0,0,6,8,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,Graduate,0.16859021429590695,-0.03259046479514083,-0.2781795429202013,2,2
1,17,1,9500,1,1,0.9393217225012175,1,19,37,4,8,136.8,1,0,0,1,0,0,18,0,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4,-0.8,-3.12,Graduate,0.6998280170777241,-0.9704792133100805,-0.9813747875667393,3,3
1,17,2,9500,1,1,1.015154895557246,1,3,3,3,6,133.4,1,0,0,1,0,0,18,0,0,7,8,7,12.5,0,0,8,9,7,13.042857142857144,0,13.9,-0.3,0.79,Graduate,0.4701761746081398,-0.2830660084660987,-0.4967865430643298,2,3
1,1,5,9500,1,1,0.8634885494451889,1,38,38,7,7,136.0,1,0,0,1,0,1,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate,0.6460514141908182,-0.875605974262331,-0.8905395825890778,3,3
1,1,1,9500,1,1,0.8634885494451889,1,38,37,9,9,125.8,0,0,0,1,0,1,19,0,0,8,12,7,12.471428571428572,0,0,8,12,7,12.471428571428572,0,12.7,3.7,-1.7,Graduate,-0.0539886502238788,-0.2740192606998337,-0.3189965896040252,2,2
1,1,1,9500,1,1,-0.12234270028318116,1,4,4,2,1,120.5,0,0,0,1,0,0,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate,-0.4289563843528572,-0.875605974262331,-0.8905395825890778,3,3
1,1,2,9500,1,1,0.6359890302771035,1,37,37,9,8,130.2,1,0,0,1,0,0,21,0,0,7,11,7,14.072222222222225,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,Graduate,0.2513444065844392,-0.8440334747775458,-0.8508526502443589,3,3
1,1,3,9773,1,1,0.40848951110901816,1,3,1,2,3,135.9,1,0,0,1,0,0,18,0,0,6,7,6,14.857142857142858,0,0,6,6,6,14.666666666666666,0,13.9,-0.3,0.79,Graduate,0.6393182299744805,-1.184072630035596,-1.10275357935969,3,3
1,1,1,9773,1,1,-0.425675392507295,1,19,37,9,9,116.5,0,0,0,1,0,1,19,0,0,6,7,6,14.285714285714286,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Graduate,-0.7174434703861149,-0.9317381264094019,-0.537355865609977,3,3
1,1,4,9773,1,1,-0.6531749116753804,1,19,37,99,90,124.0,0,0,0,0,0,0,18,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout,-0.18043438953230648,2.036446916444918,1.8295193665134917,1,1
1,7,1,8014,0,3,0.5601558572210751,1,1,1,4,4,140.0,0,0,0,1,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,0.9133778737855518,2.036446916444918,1.8295193665134917,1,1
1,17,1,9130,1,1,1.849319799173559,1,3,2,3,6,150.9,1,0,0,1,0,0,18,0,0,6,8,6,15.0,0,0,6,8,5,15.166666666666666,0,13.9,-0.3,0.79,Dropout,1.6230471260663626,-1.2516502438044783,-1.3305786715987353,3,3
1,1,3,9500,1,1,-0.2740090463952381,1,19,19,4,8,127.3,1,0,0,1,0,1,20,0,0,7,7,6,12.633333333333333,0,0,7,7,6,12.633333333333333,0,7.6,2.6,0.32,Graduate,0.05069339194385043,-0.3257529343658112,-0.3678743841327713,2,2
1,39,1,9670,1,19,0.03690696313447821,1,1,1,4,7,100.0,0,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Dropout,-1.9633804969933395,0.0967849228366777,-0.3577187225408904,1,2
1,1,5,9500,1,1,0.7118222033331321,1,38,37,5,7,128.8,1,0,0,1,0,0,18,0,0,7,7,6,14.233333333333334,0,0,7,7,6,14.233333333333334,0,7.6,2.6,0.32,Graduate,0.15476048545557386,-0.909913219812668,-0.9233623574286931,3,3
5,1,3,9085,1,1,0.02932364582887579,1,19,19,4,7,119.7,1,0,0,1,0,0,21,0,0,5,13,5,12.2,2,0,5,10,3,11.333333333333334,1,9.4,-0.8,-3.12,Enrolled,-0.48626622234875694,-0.18977608718344452,-0.003970134972402458,2,1
1,1,1,9500,1,1,1.7734866261175306,1,5,4,2,1,140.8,0,0,0,1,0,0,18,0,0,8,8,7,15.7,0,0,8,8,7,15.7,0,12.7,3.7,-1.7,Graduate,0.9663828896764989,-1.614319083169939,-1.6040497572159365,3,3
1,1,1,9500,1,1,1.3943207608373882,1,37,37,9,9,138.0,1,0,0,1,0,0,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,Graduate,0.7801989501269301,-1.3496629922814298,-1.346674587697947,3,3
1,17,1,9853,1,1,0.18098999194093274,1,3,3,2,2,132.9,1,0,0,0,0,0,29,0,0,6,9,6,16.333333333333332,0,0,6,8,5,15.6,0,12.7,3.7,-1.7,Dropout,0.4361581018533043,-1.9992413607351553,-1.550012893015042,3,3
1,43,1,9130,1,1,0.5601558572210751,1,3,3,2,2,140.0,0,0,0,1,0,0,20,0,10,17,29,14,12.5625,4,7,12,24,12,12.857142857142858,1,15.5,2.8,-4.06,Graduate,0.9133778737855518,-0.3029785731340756,-0.43735281166841333,2,2
1,7,1,9500,1,3,0.5601558572210751,1,3,1,4,4,140.0,0,0,0,1,0,0,26,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0.9133778737855518,2.036446916444918,1.8295193665134917,1,1
1,1,2,9238,1,1,-2.473171065020064,1,38,1,7,7,99.3,1,0,0,1,0,0,21,0,0,6,8,5,12.4,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate,-2.0184321233389437,-0.2515542563693218,-0.18277876565418802,2,2
1,18,1,9500,1,1,-0.5015085655633235,1,37,19,5,5,119.3,0,0,0,1,0,1,19,0,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,Graduate,-0.5149929585364986,-0.7295585486342339,-0.7511078136694918,3,3
1,17,2,9254,1,1,-0.7290080847314089,1,19,19,5,5,113.2,1,0,1,1,0,0,19,0,0,6,10,6,12.166666666666666,0,0,6,8,5,11.666666666666666,0,16.2,0.3,-0.92,Dropout,-0.9591952840916818,-0.1796364733681908,-0.09148886044468256,2,2
1,17,1,9773,1,1,0.03690696313447821,1,38,38,9,5,117.0,0,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,5,11.833333333333334,0,15.5,2.8,-4.06,Enrolled,-0.6811145991734775,-0.07090800043075002,-0.1366422140068575,2,2
1,18,1,8014,0,1,0.33265633805298966,1,1,1,4,3,123.0,0,0,1,1,0,0,20,0,0,6,13,4,10.8,0,0,6,15,4,12.0,0,16.2,0.3,-0.92,Graduate,-0.2510787513755593,0.20225459765025464,-0.18277876565418802,1,2
1,1,6,9500,1,1,0.40848951110901816,1,37,37,9,8,127.2,1,0,0,1,0,1,18,0,0,7,8,7,13.26,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,Graduate,0.043733841160646346,-0.5375239961923856,-0.9444718892946816,3,3
1,1,2,9773,1,1,-0.3498422194512666,1,34,19,3,0,141.0,1,0,0,0,0,0,20,0,0,6,10,4,12.0,0,0,6,15,3,10.666666666666666,0,7.6,2.6,0.32,Dropout,0.979610598359305,-0.12958724463951077,0.1609165244659042,2,1
1,1,1,9238,1,1,0.25682316499696123,1,19,38,9,9,121.7,0,1,0,1,0,1,20,0,0,6,9,6,11.875,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,Graduate,-0.3433471520737339,-0.09274062130122634,-1.0023128713435643,2,3
1,43,1,9500,1,1,-0.425675392507295,1,19,19,4,7,121.1,0,0,0,1,0,1,18,0,0,7,11,5,12.16,0,0,7,7,2,13.4,0,16.2,0.3,-0.92,Enrolled,-0.38609874821351187,-0.17761381300791704,-0.6159913245552012,2,3
1,16,1,9070,1,1,0.9393217225012175,1,1,1,3,3,146.1,1,0,0,1,0,0,18,0,0,6,6,1,15.0,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,Enrolled,1.3138024106464183,-1.2516502438044783,-0.32754056164202144,3,2
1,1,1,9773,1,1,0.5601558572210751,1,37,37,9,9,142.5,1,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,Graduate,1.0785208576484617,-0.5636066929450035,-0.5484124060615706,3,3
1,17,1,9085,1,1,0.40848951110901816,1,2,19,2,9,126.8,1,0,0,1,0,0,18,0,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,Enrolled,0.015868243591913373,0.014440510220084973,-0.1275342384472761,1,2
1,44,1,9085,1,39,1.3184875877813598,1,3,3,2,2,150.0,1,0,0,1,0,0,22,0,2,6,7,6,14.428571428571429,0,1,6,9,5,13.0,0,13.9,-0.3,0.79,Graduate,1.5654425487340737,-0.9923165841371142,-0.482922357105654,3,2
1,44,3,9085,1,39,1.3184875877813598,1,1,19,4,1,150.0,1,0,0,1,0,0,19,0,0,5,10,1,13.0,1,0,5,8,3,15.333333333333334,0,12.7,3.7,-1.7,Enrolled,1.5654425487340737,-0.4473237708034709,-1.4123095492886744,2,3
1,17,1,9003,1,1,-0.12234270028318116,1,19,1,9,2,134.5,1,0,0,1,0,1,19,0,0,6,7,6,15.0,0,0,6,8,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,0.5447922386915948,-1.2516502438044783,-0.9634328411530431,3,3
1,1,2,9556,1,1,0.25682316499696123,1,19,19,9,9,129.5,1,0,0,1,0,0,18,0,0,7,9,7,15.155555555555557,0,0,8,8,8,16.8,0,12.7,3.7,-1.7,Graduate,0.2031177057836999,-1.3275248048720043,-2.3123154070608316,3,3
1,1,1,9238,1,1,-1.1840071230675797,1,38,38,175,183,113.2,1,0,1,1,0,0,20,0,0,6,8,6,10.666666666666666,0,0,6,7,6,11.857142857142858,0,11.1,0.6,2.02,Graduate,-0.9591952840916818,0.23638044930985078,-0.14317196399557067,1,2
1,17,1,9853,1,1,1.9251529722295875,1,38,37,5,5,140.2,1,0,0,1,0,0,18,0,0,6,9,5,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Dropout,0.9266432951950287,0.15011400589872448,0.017356163475325672,1,1
1,17,2,9670,1,1,-0.2740090463952381,1,1,19,5,5,119.2,1,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,-0.5221821642535805,2.036446916444918,1.8295193665134917,1,1
1,1,1,9238,1,1,0.5601558572210751,1,1,19,4,4,140.7,0,0,0,1,0,0,19,0,0,6,7,6,12.285714285714286,0,0,6,7,6,12.0,0,12.4,0.5,1.79,Graduate,0.9597655123295192,-0.2160529630117208,-0.18277876565418802,2,2
1,1,5,9500,1,1,0.6359890302771035,1,38,38,9,9,142.3,1,0,0,1,0,0,18,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Dropout,1.0653630018318805,-0.3897576857154636,-0.4284114523390018,2,2
1,1,4,9773,1,1,-0.04650952722715268,11,12,12,90,4,129.9,1,0,0,1,0,0,18,1,0,6,6,6,12.666666666666666,0,0,6,8,5,14.4,0,7.6,2.6,0.32,Graduate,0.23069173476328386,-0.33654747358697984,-0.99057377098796,2,3
1,17,1,171,1,1,0.02932364582887579,1,1,1,6,7,134.8,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,0.5650890698278523,2.036446916444918,1.8295193665134917,1,1
1,17,1,9085,1,1,-1.7906725075158074,1,19,19,4,9,104.1,1,0,1,0,0,1,21,0,0,6,16,2,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,-1.6447338466499657,-0.4473237708034709,1.8295193665134917,2,1
1,1,1,9147,1,1,0.18098999194093274,1,1,38,5,5,122.4,0,0,1,1,0,0,19,0,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,Graduate,-0.29360326831010936,0.18283778724327715,-0.2977861803186012,1,2
1,1,1,9147,1,1,-0.8048412577874374,1,37,37,9,7,120.6,1,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Graduate,-0.42180604757620077,-0.38023065100679226,-0.07369353645992804,2,2
1,17,3,9238,1,1,-1.1081739500115513,1,1,19,4,10,112.4,1,0,0,1,0,0,19,0,0,6,10,5,11.285714285714286,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout,-1.0183305038579364,0.07355217363740205,1.8295193665134917,1,1
1,1,1,171,1,1,3.138483741126043,1,5,3,3,3,157.9,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,2.0653424911434963,2.036446916444918,1.8295193665134917,1,1
1,43,1,9254,1,1,0.7118222033331321,1,38,38,9,9,125.9,0,0,0,1,0,1,19,0,0,6,0,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout,-0.04699049624497236,2.036446916444918,0.31389340433108354,1,1
1,17,2,9500,1,1,-0.12234270028318116,1,38,1,5,7,118.4,1,0,0,1,0,1,20,0,0,7,9,6,13.766666666666666,0,0,8,9,8,13.744444444444444,0,16.2,0.3,-0.92,Dropout,-0.5798047147838975,-0.7239659266843389,-0.7376815347415643,3,3
1,1,3,9500,1,1,0.48432268416504665,1,18,18,1,1,130.8,1,0,0,0,0,0,18,0,0,8,9,6,12.758333333333333,1,0,8,9,6,12.758333333333333,1,9.4,-0.8,-3.12,Dropout,0.29257849299967664,-0.36649184332097834,-0.4063976044110264,2,2
1,1,1,171,1,1,2.8351510489019294,1,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,3.20688360199149,2.036446916444918,1.8295193665134917,1,1
1,1,1,9070,1,1,3.745149125574271,1,19,1,5,7,156.8,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,8,6,13.25,0,10.8,1.4,1.74,Graduate,1.9964978611560436,-0.33654747358697984,-0.5651061506670894,2,3
1,1,1,9085,1,1,-0.577341738619352,1,19,37,3,7,126.8,0,0,0,1,0,0,18,0,0,6,13,6,12.0,0,0,6,16,4,12.75,0,11.1,0.6,2.02,Enrolled,0.015868243591913373,-0.12958724463951077,-0.40380748527924615,2,2
1,1,1,9238,1,1,0.7118222033331321,1,1,37,5,7,128.0,0,0,0,1,0,1,19,0,0,6,8,6,12.25,0,0,6,8,6,12.0,0,16.2,0.3,-0.92,Graduate,0.09933390350927755,-0.20506837839384456,-0.18277876565418802,2,2
1,1,2,9147,1,1,-1.0323407769555228,1,19,37,4,5,113.8,1,0,0,1,0,0,20,0,0,5,8,3,11.333333333333334,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Graduate,-0.9149808781571919,0.06054470593924564,-0.23950228819224503,1,2
1,17,5,9500,1,1,-0.3498422194512666,1,1,1,4,5,120.8,1,0,0,1,0,1,19,0,0,7,9,7,13.507142857142856,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,Graduate,-0.40751426195194346,-0.6266127106084075,-0.49910608592810646,3,3
1,1,3,9500,1,1,1.3184875877813598,1,19,38,1,1,130.8,1,0,0,1,0,0,18,0,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate,0.29257849299967664,-0.6663146625328715,-0.6908719856670479,3,3
1,39,1,9254,1,1,0.03690696313447821,1,19,1,4,1,101.0,0,0,1,1,0,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,-1.8850684802867583,2.036446916444918,1.8295193665134917,1,1
1,17,5,9070,1,1,-0.12234270028318116,1,37,37,9,9,126.1,1,0,0,0,0,0,18,0,0,6,9,4,11.5,1,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Graduate,-0.03300252107847686,0.014440510220084973,-0.22994228785588428,1,2
1,1,5,9773,1,1,-1.1081739500115513,1,38,19,9,9,113.8,1,0,0,1,0,0,19,0,0,6,7,6,12.333333333333334,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate,-0.9149808781571919,-0.23077976049762666,-0.32754056164202144,2,2
1,17,2,9556,1,1,-0.8048412577874374,1,19,38,4,8,118.3,1,0,0,1,0,1,19,0,0,7,7,7,11.971428571428572,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate,-0.5870212041146129,-0.12111385474990466,-1.0059947179597228,2,3
1,1,1,9147,1,1,-1.2598402961236081,1,19,19,5,8,127.9,0,0,1,0,0,1,20,0,0,5,12,2,13.0,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,Dropout,0.09239341629512907,-0.4473237708034709,-0.04727767276564925,2,2
1,17,5,9500,1,1,0.33265633805298966,1,1,1,5,4,131.1,1,0,0,1,0,0,18,0,0,7,9,7,12.385714285714286,0,0,8,9,7,12.728571428571428,0,13.9,-0.3,0.79,Enrolled,0.31316007102830534,-0.24708702403173732,-0.3971616809986175,2,2
1,17,4,9085,1,1,-0.3498422194512666,1,38,37,4,9,117.9,1,0,0,1,0,0,20,0,0,5,12,2,13.5,0,0,5,12,5,11.285714285714286,1,10.8,1.4,1.74,Graduate,-0.6159177074527858,-0.6239897145645955,0.008242591600148072,3,1
1,17,1,9238,1,1,-0.7290080847314089,1,1,1,9,9,115.7,1,0,0,1,0,0,21,0,0,6,8,6,12.166666666666666,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,-0.7757322035879867,-0.1796364733681908,-0.5771112943646799,2,3
1,1,2,171,1,1,0.03690696313447821,1,3,1,2,3,141.0,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,0.979610598359305,2.036446916444918,1.8295193665134917,1,1
2,39,1,8014,0,12,-1.714839334459779,1,37,37,7,9,120.0,0,0,0,1,0,0,42,0,0,6,6,6,11.666666666666666,0,0,6,6,6,13.666666666666666,0,10.8,1.4,1.74,Graduate,-0.46475265572119034,-0.03259046479514083,-0.7095858159709496,2,3
1,17,1,9130,1,1,0.7876553763891605,1,3,3,2,2,131.8,1,0,1,0,0,0,18,0,0,6,9,5,12.4,0,0,6,12,5,14.166666666666666,0,8.9,1.4,3.51,Enrolled,0.3610923661883469,-0.2515542563693218,-0.8970635883417576,2,3
1,1,1,9070,1,1,1.3184875877813598,1,37,37,9,6,131.1,0,0,0,1,0,1,19,0,0,6,7,5,13.4,0,0,6,6,6,12.833333333333334,0,15.5,2.8,-4.06,Graduate,0.31316007102830534,-0.5875732249210661,-0.4298522650949122,3,2
1,1,6,9254,1,1,-0.2740090463952381,1,38,19,9,5,117.8,1,0,0,1,0,0,18,0,0,6,11,6,12.0,0,0,6,11,4,12.5,0,8.9,1.4,3.51,Graduate,-0.6231494892142546,-0.12958724463951077,-0.32754056164202144,2,2
1,10,1,9085,1,1,0.5601558572210751,1,19,19,4,5,140.0,1,0,0,1,0,0,21,0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,Graduate,0.9133778737855518,-0.8961298973235371,-1.1611522180684772,3,3
1,1,1,9238,1,1,0.03690696313447821,1,38,37,5,5,108.0,0,0,0,1,0,1,20,0,0,6,8,6,12.125,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,Graduate,-1.3474045368421679,-0.16702343890847837,-1.0023128713435643,2,3
1,1,1,9853,1,1,-0.04650952722715268,1,1,19,3,3,122.9,1,0,0,1,0,0,20,0,0,7,7,7,13.857142857142858,0,0,7,7,7,13.285714285714286,0,11.1,0.6,2.02,Graduate,-0.25815895646257225,-0.7588807959146515,-0.5771112943646799,3,3
1,44,1,9085,1,39,-0.19817587333920963,1,3,1,2,9,130.0,1,0,0,1,0,0,21,0,1,6,13,3,11.75,0,1,6,13,5,12.333333333333334,0,12.4,0.5,1.79,Enrolled,0.2375786059737014,-0.056465286508334045,-0.2781795429202013,2,2
1,1,4,9500,1,1,0.33265633805298966,1,38,37,7,7,126.0,1,0,0,1,0,0,19,0,0,7,9,7,14.283333333333337,0,0,8,9,8,13.125555555555556,0,15.5,2.8,-4.06,Graduate,-0.03999512096561088,-0.9307416561106813,-0.5237984466545846,3,3
1,42,1,9238,1,1,0.03690696313447821,1,1,19,4,9,134.0,0,0,0,1,0,0,21,0,10,13,21,11,13.272727272727272,0,6,11,13,9,13.0,0,7.6,2.6,0.32,Graduate,0.510913819242599,-0.5420299431335176,-0.482922357105654,3,2
1,1,1,9070,1,1,0.7876553763891605,1,38,19,151,193,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.666666666666666,0,0,6,7,6,15.142857142857142,0,8.9,1.4,3.51,Graduate,0.5312484401039775,-1.0969021392571965,-1.3191559905962853,3,3
1,1,1,9500,1,1,1.166821241669303,1,19,19,9,9,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.114999999999998,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,Graduate,0.8269206785864865,-1.3075048746619726,-1.2949614503103828,3,3
1,17,2,171,1,1,0.33265633805298966,1,1,1,4,1,143.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,1.131060171081577,2.036446916444918,1.8295193665134917,1,1
1,44,1,9085,1,39,2.0768193183416446,1,37,19,9,10,160.0,1,0,0,1,0,0,22,0,1,6,13,6,15.0,0,1,6,7,6,13.142857142857142,0,16.2,0.3,-0.92,Graduate,2.196110494550718,-1.2516502438044783,-0.5294935107839333,3,3
1,1,2,9853,1,1,-1.5631729883477221,1,3,1,3,5,111.0,0,0,0,1,0,0,21,0,0,6,8,5,13.2,0,0,6,9,5,14.333333333333334,0,9.4,-0.8,-3.12,Graduate,-1.1223257953251349,-0.5163977828971957,-0.9634328411530431,3,3
1,17,4,9254,1,1,0.02932364582887579,1,37,37,5,8,128.5,1,0,0,1,0,1,18,0,0,6,14,2,11.0,0,0,6,14,3,10.333333333333334,0,7.6,2.6,0.32,Dropout,0.13399574397428166,0.15011400589872448,0.23878521009746487,1,1
1,1,4,9500,1,1,0.7118222033331321,1,1,3,1,2,133.0,0,0,0,1,0,1,20,0,0,8,8,7,14.565714285714288,0,0,8,8,7,14.565714285714288,0,10.8,1.4,1.74,Graduate,0.44296682902466583,-1.0519857426976227,-1.0595839845797106,3,3
1,17,2,9670,1,1,-0.7290080847314089,1,34,37,0,0,114.6,1,0,1,0,0,0,18,0,0,5,8,3,12.0,0,0,5,6,4,10.75,0,7.6,2.6,0.32,Dropout,-0.8562092534946485,-0.12958724463951077,0.14099385874256087,2,1
1,17,1,9238,1,1,-2.2456715458519785,1,19,37,7,9,104.1,0,0,0,1,0,0,20,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,-1.6447338466499657,2.036446916444918,1.8295193665134917,1,1
1,17,4,9500,1,1,0.5601558572210751,1,1,1,3,3,127.6,1,0,0,1,0,0,23,0,0,7,7,6,13.796666666666669,0,0,8,11,7,13.775,0,12.4,0.5,1.79,Graduate,0.07155565923339063,-0.7354853208694718,-0.7488218744231613,3,3
1,1,2,9773,1,1,2.000986145285616,1,1,1,3,3,151.0,1,0,0,1,0,0,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,15.333333333333334,0,12.7,3.7,-1.7,Graduate,1.629437018429542,-1.1729970485203058,-1.4123095492886744,3,3
1,44,1,9238,1,39,0.5601558572210751,1,1,1,9,3,135.7,1,0,0,1,0,0,20,0,3,6,6,6,12.833333333333334,0,2,6,6,6,13.833333333333334,0,12.4,0.5,1.79,Graduate,0.6258444256656985,-0.39128007993003266,-0.7702538266779949,2,3
1,17,1,9500,1,1,1.166821241669303,1,38,37,5,9,137.8,1,0,0,1,0,1,18,0,0,8,8,7,14.962857142857144,0,0,8,8,7,14.962857142857144,0,10.8,1.4,1.74,Graduate,0.7668281318469836,-1.2338914319735799,-1.2347370875128014,3,3
